"State","Year.x","Pre_Post_Parity","Group_Time_Period","AccesstoParity","Group_Time_Period2"
"Nebraska",1993,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Nebraska",1994,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Nebraska",1995,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Nebraska",1996,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Nebraska",1997,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Nebraska",1998,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Nebraska",1999,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Nebraska",2000,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Nebraska",2001,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Nebraska",2002,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Nebraska",2003,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Nebraska",2004,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Nevada",1990,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Nevada",1991,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Nevada",1992,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Nevada",1993,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Nevada",1994,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Nevada",1995,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Nevada",1996,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Nevada",1997,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Nevada",1998,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Nevada",1999,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Nevada",2000,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Nevada",2001,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Nevada",2002,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Nevada",2003,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Nevada",2004,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"New Hampshire",1990,"Pre-Pairty","NoTreatPre-Period",1995,"TreatPre-Period"
"New Hampshire",1991,"Pre-Pairty","NoTreatPre-Period",1995,"TreatPre-Period"
"New Hampshire",1992,"Pre-Pairty","NoTreatPre-Period",1995,"TreatPre-Period"
"New Hampshire",1993,"Pre-Pairty","NoTreatPre-Period",1995,"TreatPre-Period"
"New Hampshire",1994,"Pre-Pairty","NoTreatPre-Period",1995,"TreatPre-Period"
"New Hampshire",1995,"Post-Parity","NoTreatPre-Period",1995,"TreatPre-Period"
"New Hampshire",1996,"Post-Parity","NoTreatPre-Period",1995,"TreatPre-Period"
"New Hampshire",1997,"Post-Parity","NoTreatPre-Period",1995,"TreatPre-Period"
"New Hampshire",1998,"Post-Parity","NoTreatPre-Period",1995,"TreatPost-Period"
"New Hampshire",1999,"Post-Parity","NoTreatPre-Period",1995,"TreatPost-Period"
"New Hampshire",2000,"Post-Parity","NoTreatPre-Period",1995,"TreatPost-Period"
"New Hampshire",2001,"Post-Parity","NoTreatPre-Period",1995,"TreatPost-Period"
"New Hampshire",2002,"Post-Parity","NoTreatPre-Period",1995,"TreatPost-Period"
"New Hampshire",2003,"Post-Parity","NoTreatPre-Period",1995,"TreatPost-Period"
"New Hampshire",2004,"Post-Parity","NoTreatPre-Period",1995,"TreatPost-Period"
"New Jersey",1990,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"New Jersey",1991,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"New Jersey",1992,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"New Jersey",1993,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"New Jersey",1994,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"New Jersey",1995,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"New Jersey",1996,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"New Jersey",1997,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"New Jersey",1998,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPost-Period"
"New Jersey",1999,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPost-Period"
"New Jersey",2000,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"New Jersey",2001,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"New Jersey",2002,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"New Jersey",2003,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"New Jersey",2004,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"New Mexico",1990,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"New Mexico",1991,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"New Mexico",1992,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"New Mexico",1993,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"New Mexico",1994,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"New Mexico",1995,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"New Mexico",1996,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"New Mexico",1997,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"New Mexico",1998,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPost-Period"
"New Mexico",1999,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPost-Period"
"New Mexico",2000,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"New Mexico",2001,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"New Mexico",2002,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"New Mexico",2003,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"New Mexico",2004,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"New York",1990,"Pre-Pairty","NoTreatPre-Period",1999,"TreatPre-Period"
"New York",1991,"Pre-Pairty","NoTreatPre-Period",1999,"TreatPre-Period"
"New York",1992,"Pre-Pairty","NoTreatPre-Period",1999,"TreatPre-Period"
"New York",1993,"Pre-Pairty","NoTreatPre-Period",1999,"TreatPre-Period"
"New York",1994,"Pre-Pairty","NoTreatPre-Period",1999,"TreatPre-Period"
"New York",1995,"Pre-Pairty","NoTreatPre-Period",1999,"TreatPre-Period"
"New York",1996,"Pre-Pairty","NoTreatPre-Period",1999,"TreatPre-Period"
"New York",1997,"Pre-Pairty","NoTreatPre-Period",1999,"TreatPre-Period"
"New York",1998,"Pre-Pairty","NoTreatPre-Period",1999,"TreatPost-Period"
"New York",1999,"Post-Parity","NoTreatPre-Period",1999,"TreatPost-Period"
"New York",2000,"Post-Parity","NoTreatPre-Period",1999,"TreatPost-Period"
"New York",2001,"Post-Parity","NoTreatPre-Period",1999,"TreatPost-Period"
"New York",2002,"Post-Parity","NoTreatPre-Period",1999,"TreatPost-Period"
"New York",2003,"Post-Parity","NoTreatPre-Period",1999,"TreatPost-Period"
"New York",2004,"Post-Parity","NoTreatPre-Period",1999,"TreatPost-Period"
"North Carolina",1990,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"North Carolina",1991,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"North Carolina",1992,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"North Carolina",1993,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"North Carolina",1994,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"North Carolina",1995,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"North Carolina",1996,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"North Carolina",1997,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"North Carolina",1998,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"North Carolina",1999,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"North Carolina",2000,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"North Carolina",2001,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"North Carolina",2002,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"North Carolina",2003,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"North Carolina",2004,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"North Dakota",1990,"Pre-Pairty","NoTreatPre-Period",1996,"TreatPre-Period"
"North Dakota",1991,"Pre-Pairty","NoTreatPre-Period",1996,"TreatPre-Period"
"North Dakota",1992,"Pre-Pairty","NoTreatPre-Period",1996,"TreatPre-Period"
"North Dakota",1993,"Pre-Pairty","NoTreatPre-Period",1996,"TreatPre-Period"
"North Dakota",1994,"Pre-Pairty","NoTreatPre-Period",1996,"TreatPre-Period"
"North Dakota",1995,"Pre-Pairty","NoTreatPre-Period",1996,"TreatPre-Period"
"North Dakota",1996,"Post-Parity","NoTreatPre-Period",1996,"TreatPre-Period"
"North Dakota",1997,"Post-Parity","NoTreatPre-Period",1996,"TreatPre-Period"
"North Dakota",1998,"Post-Parity","NoTreatPre-Period",1996,"TreatPost-Period"
"North Dakota",1999,"Post-Parity","NoTreatPre-Period",1996,"TreatPost-Period"
"North Dakota",2000,"Post-Parity","NoTreatPre-Period",1996,"TreatPost-Period"
"North Dakota",2001,"Post-Parity","NoTreatPre-Period",1996,"TreatPost-Period"
"North Dakota",2002,"Post-Parity","NoTreatPre-Period",1996,"TreatPost-Period"
"North Dakota",2003,"Post-Parity","NoTreatPre-Period",1996,"TreatPost-Period"
"North Dakota",2004,"Post-Parity","NoTreatPre-Period",1996,"TreatPost-Period"
"Ohio",1990,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Ohio",1991,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Ohio",1992,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Ohio",1993,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Ohio",1994,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Ohio",1995,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Ohio",1996,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Ohio",1997,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Ohio",1998,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Ohio",1999,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Ohio",2000,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Ohio",2001,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Ohio",2002,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Ohio",2003,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Ohio",2004,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Oklahoma",1990,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"Oklahoma",1991,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"Oklahoma",1992,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"Oklahoma",1993,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"Oklahoma",1994,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"Oklahoma",1995,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"Oklahoma",1996,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"Oklahoma",1997,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"Oklahoma",1998,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPost-Period"
"Oklahoma",1999,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPost-Period"
"Oklahoma",2000,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"Oklahoma",2001,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"Oklahoma",2002,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"Oklahoma",2003,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"Oklahoma",2004,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"Oregon",1990,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Oregon",1991,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Oregon",1992,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Oregon",1993,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Oregon",1994,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Oregon",1995,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Oregon",1996,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Oregon",1997,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Oregon",1998,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Oregon",1999,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Oregon",2000,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Oregon",2001,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Oregon",2002,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Oregon",2003,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Oregon",2004,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Pennsylvania",1990,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Pennsylvania",1991,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Pennsylvania",1992,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Pennsylvania",1993,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Pennsylvania",1994,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Pennsylvania",1995,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Pennsylvania",1996,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Pennsylvania",1997,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Pennsylvania",1998,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Pennsylvania",1999,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Pennsylvania",2000,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Pennsylvania",2001,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Pennsylvania",2002,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Pennsylvania",2003,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Pennsylvania",2004,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Rhode Island",1990,"Pre-Pairty","NoTreatPre-Period",1995,"TreatPre-Period"
"Rhode Island",1991,"Pre-Pairty","NoTreatPre-Period",1995,"TreatPre-Period"
"Rhode Island",1992,"Pre-Pairty","NoTreatPre-Period",1995,"TreatPre-Period"
"Rhode Island",1993,"Pre-Pairty","NoTreatPre-Period",1995,"TreatPre-Period"
"Rhode Island",1994,"Pre-Pairty","NoTreatPre-Period",1995,"TreatPre-Period"
"Rhode Island",1995,"Post-Parity","NoTreatPre-Period",1995,"TreatPre-Period"
"Rhode Island",1996,"Post-Parity","NoTreatPre-Period",1995,"TreatPre-Period"
"Rhode Island",1997,"Post-Parity","NoTreatPre-Period",1995,"TreatPre-Period"
"Rhode Island",1998,"Post-Parity","NoTreatPre-Period",1995,"TreatPost-Period"
"Rhode Island",1999,"Post-Parity","NoTreatPre-Period",1995,"TreatPost-Period"
"Rhode Island",2000,"Post-Parity","NoTreatPre-Period",1995,"TreatPost-Period"
"Rhode Island",2001,"Post-Parity","NoTreatPre-Period",1995,"TreatPost-Period"
"Rhode Island",2002,"Post-Parity","NoTreatPre-Period",1995,"TreatPost-Period"
"Rhode Island",2003,"Post-Parity","NoTreatPre-Period",1995,"TreatPost-Period"
"Rhode Island",2004,"Post-Parity","NoTreatPre-Period",1995,"TreatPost-Period"
"South Carolina",1990,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"South Carolina",1991,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"South Carolina",1992,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"South Carolina",1993,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"South Carolina",1994,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"South Carolina",1995,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"South Carolina",1996,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"South Carolina",1997,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"South Carolina",1998,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"South Carolina",1999,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"South Carolina",2000,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"South Carolina",2001,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"South Carolina",2002,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"South Carolina",2003,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"South Carolina",2004,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"South Dakota",1990,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"South Dakota",1991,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"South Dakota",1992,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"South Dakota",1993,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"South Dakota",1994,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"South Dakota",1995,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"South Dakota",1996,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"South Dakota",1997,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"South Dakota",1998,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"South Dakota",1999,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"South Dakota",2000,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"South Dakota",2001,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"South Dakota",2002,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"South Dakota",2003,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"South Dakota",2004,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"Tennessee",1990,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Tennessee",1991,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Tennessee",1992,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Tennessee",1993,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Tennessee",1994,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Tennessee",1995,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Tennessee",1996,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Tennessee",1997,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Tennessee",1998,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Tennessee",1999,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Tennessee",2000,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Tennessee",2001,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Tennessee",2002,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Tennessee",2003,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Tennessee",2004,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Texas",1990,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"Texas",1991,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"Texas",1992,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"Texas",1993,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"Texas",1994,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"Texas",1995,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"Texas",1996,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"Texas",1997,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"Texas",1998,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"Texas",1999,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"Texas",2000,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"Texas",2001,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"Texas",2002,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"Texas",2003,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"Texas",2004,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"Utah",1990,"Pre-Pairty","NoTreatPre-Period",2001,"TreatPre-Period"
"Utah",1991,"Pre-Pairty","NoTreatPre-Period",2001,"TreatPre-Period"
"Utah",1992,"Pre-Pairty","NoTreatPre-Period",2001,"TreatPre-Period"
"Utah",1993,"Pre-Pairty","NoTreatPre-Period",2001,"TreatPre-Period"
"Utah",1994,"Pre-Pairty","NoTreatPre-Period",2001,"TreatPre-Period"
"Utah",1995,"Pre-Pairty","NoTreatPre-Period",2001,"TreatPre-Period"
"Utah",1996,"Pre-Pairty","NoTreatPre-Period",2001,"TreatPre-Period"
"Utah",1997,"Pre-Pairty","NoTreatPre-Period",2001,"TreatPre-Period"
"Utah",1998,"Pre-Pairty","NoTreatPre-Period",2001,"TreatPost-Period"
"Utah",1999,"Pre-Pairty","NoTreatPre-Period",2001,"TreatPost-Period"
"Utah",2000,"Pre-Pairty","NoTreatPre-Period",2001,"TreatPost-Period"
"Utah",2001,"Post-Parity","NoTreatPre-Period",2001,"TreatPost-Period"
"Utah",2002,"Post-Parity","NoTreatPre-Period",2001,"TreatPost-Period"
"Utah",2003,"Post-Parity","NoTreatPre-Period",2001,"TreatPost-Period"
"Utah",2004,"Post-Parity","NoTreatPre-Period",2001,"TreatPost-Period"
"Vermont",1990,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"Vermont",1991,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"Vermont",1992,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"Vermont",1993,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"Vermont",1994,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"Vermont",1995,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"Vermont",1996,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"Vermont",1997,"Pre-Pairty","NoTreatPre-Period",1998,"TreatPre-Period"
"Vermont",1998,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"Vermont",1999,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"Vermont",2000,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"Vermont",2001,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"Vermont",2002,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"Vermont",2003,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"Vermont",2004,"Post-Parity","NoTreatPre-Period",1998,"TreatPost-Period"
"Virginia",1990,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"Virginia",1991,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"Virginia",1992,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"Virginia",1993,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"Virginia",1994,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"Virginia",1995,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"Virginia",1996,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"Virginia",1997,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPre-Period"
"Virginia",1998,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPost-Period"
"Virginia",1999,"Pre-Pairty","NoTreatPre-Period",2000,"TreatPost-Period"
"Virginia",2000,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"Virginia",2001,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"Virginia",2002,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"Virginia",2003,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"Virginia",2004,"Post-Parity","NoTreatPre-Period",2000,"TreatPost-Period"
"Washington",1990,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Washington",1991,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Washington",1992,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Washington",1993,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Washington",1994,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Washington",1995,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Washington",1996,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Washington",1997,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
"Washington",1998,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Washington",1999,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Washington",2000,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Washington",2001,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Washington",2002,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Washington",2003,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"Washington",2004,"No-Parity","NoTreatPost-Period",0,"TreatPre-Period"
"West Virginia",1990,"Pre-Pairty","NoTreatPre-Period",2002,"TreatPre-Period"
"West Virginia",1991,"Pre-Pairty","NoTreatPre-Period",2002,"TreatPre-Period"
"West Virginia",1992,"Pre-Pairty","NoTreatPre-Period",2002,"TreatPre-Period"
"West Virginia",1993,"Pre-Pairty","NoTreatPre-Period",2002,"TreatPre-Period"
"West Virginia",1994,"Pre-Pairty","NoTreatPre-Period",2002,"TreatPre-Period"
"West Virginia",1995,"Pre-Pairty","NoTreatPre-Period",2002,"TreatPre-Period"
"West Virginia",1996,"Pre-Pairty","NoTreatPre-Period",2002,"TreatPre-Period"
"West Virginia",1997,"Pre-Pairty","NoTreatPre-Period",2002,"TreatPre-Period"
"West Virginia",1998,"Pre-Pairty","NoTreatPre-Period",2002,"TreatPost-Period"
"West Virginia",1999,"Pre-Pairty","NoTreatPre-Period",2002,"TreatPost-Period"
"West Virginia",2000,"Pre-Pairty","NoTreatPre-Period",2002,"TreatPost-Period"
"West Virginia",2001,"Pre-Pairty","NoTreatPre-Period",2002,"TreatPost-Period"
"West Virginia",2002,"Post-Parity","NoTreatPre-Period",2002,"TreatPost-Period"
"West Virginia",2003,"Post-Parity","NoTreatPre-Period",2002,"TreatPost-Period"
"West Virginia",2004,"Post-Parity","NoTreatPre-Period",2002,"TreatPost-Period"
"Wisconsin",1990,"No-Parity","NoTreatPre-Period",0,"TreatPre-Period"
