"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"West Virginia"	"54"	"1995"	"1995"	276	1823956	15.132
	"West Virginia"	"54"	"1996"	"1996"	279	1823203	15.303
	"West Virginia"	"54"	"1997"	"1997"	262	1819689	14.398
	"West Virginia"	"54"	"1998"	"1998"	232	1816386	12.773
	"Wisconsin"	"55"	"1979"	"1979"	594	4671398	12.716
	"Wisconsin"	"55"	"1980"	"1980"	551	4711208	11.696
	"Wisconsin"	"55"	"1981"	"1981"	587	4729678	12.411
	"Wisconsin"	"55"	"1982"	"1982"	583	4731560	12.322
	"Wisconsin"	"55"	"1983"	"1983"	617	4722266	13.066
	"Wisconsin"	"55"	"1984"	"1984"	609	4736891	12.857
	"Wisconsin"	"55"	"1985"	"1985"	611	4749522	12.864
	"Wisconsin"	"55"	"1986"	"1986"	596	4755750	12.532
	"Wisconsin"	"55"	"1987"	"1987"	682	4776638	14.278
	"Wisconsin"	"55"	"1988"	"1988"	653	4820818	13.545
	"Wisconsin"	"55"	"1989"	"1989"	597	4855689	12.295
	"Wisconsin"	"55"	"1990"	"1990"	620	4891217	12.676
	"Wisconsin"	"55"	"1991"	"1991"	573	4967147	11.536
	"Wisconsin"	"55"	"1992"	"1992"	586	5028141	11.654
	"Wisconsin"	"55"	"1993"	"1993"	589	5088947	11.574
	"Wisconsin"	"55"	"1994"	"1994"	592	5138097	11.522
	"Wisconsin"	"55"	"1995"	"1995"	622	5190188	11.984
	"Wisconsin"	"55"	"1996"	"1996"	601	5236721	11.477
	"Wisconsin"	"55"	"1997"	"1997"	576	5272971	10.924
	"Wisconsin"	"55"	"1998"	"1998"	594	5303586	11.200
	"Wyoming"	"56"	"1979"	"1979"	86	453287	18.973
	"Wyoming"	"56"	"1980"	"1980"	75	471153	15.918
	"Wyoming"	"56"	"1981"	"1981"	84	492753	17.047
	"Wyoming"	"56"	"1982"	"1982"	96	507270	18.925
	"Wyoming"	"56"	"1983"	"1983"	105	510050	20.586
	"Wyoming"	"56"	"1984"	"1984"	100	504323	19.829
	"Wyoming"	"56"	"1985"	"1985"	115	499098	23.042
	"Wyoming"	"56"	"1986"	"1986"	97	494693	19.608
	"Wyoming"	"56"	"1987"	"1987"	78	475750	16.395
	"Wyoming"	"56"	"1988"	"1988"	81	464337	17.444
	"Wyoming"	"56"	"1989"	"1989"	82	457896	17.908
	"Wyoming"	"56"	"1990"	"1990"	81	453541	17.859
	"Wyoming"	"56"	"1991"	"1991"	87	459330	18.941
	"Wyoming"	"56"	"1992"	"1992"	84	466423	18.009
	"Wyoming"	"56"	"1993"	"1993"	105	473228	22.188
	"Wyoming"	"56"	"1994"	"1994"	107	480373	22.274
	"Wyoming"	"56"	"1995"	"1995"	82	485188	16.901
	"Wyoming"	"56"	"1996"	"1996"	88	488168	18.027
	"Wyoming"	"56"	"1997"	"1997"	95	489618	19.403
	"Wyoming"	"56"	"1998"	"1998"	87	490944	17.721
"---"
"Dataset: Compressed Mortality, 1979-1998"
"Query Parameters:"
"ICD-9 Codes: E950-E959 (Suicide and self-inflicted injury)"
"Group By: State; Year"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Nov 13, 2021 5:16:43 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1979-1998. CDC WONDER On-line Database, compiled from Compressed Mortality File CMF 1968-1988, Series 20, No. 2A, 2000 and CMF"
"1989-1998, Series 20, No. 2E, 2003. Accessed at http://wonder.cdc.gov/cmf-icd9.html on Nov 13, 2021 5:16:43 PM"
"---"
Caveats:
"1. The population figures used in the calculation of death rates for the age group 'under 1 year' are the live births for the"
"given time period. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"2. Population figures in this table for 1979 and 1981-89 are intercensal estimates of the July 1 resident population of the"
"United States. Note that the state and county population estimates for these years are not consistent with national estimates."
"The population figures in this table for 1980 and 1990 are modified age-race-sex (MARS) April 1 census counts. The population"
"figures for 1991-98 are bridged-race intercensal estimates of the July 1 resident population."
