"","State","State Code","Year","Year Code","Deaths","Population","Crude Rate"
"1719","Vermont","50",1987,1987,92,540359,17.026
"1720","Vermont","50",1988,1988,90,549762,16.371
"1721","Vermont","50",1989,1989,94,557960,16.847
"1722","Vermont","50",1990,1990,84,562489,14.934
"1723","Vermont","50",1991,1991,92,568691,16.178
"1724","Vermont","50",1992,1992,80,572925,13.963
"1725","Vermont","50",1993,1993,92,577924,15.919
"1726","Vermont","50",1994,1994,58,584098,9.93
"1727","Vermont","50",1995,1995,76,588979,12.904
"1728","Vermont","50",1996,1996,66,593894,11.113
"1729","Vermont","50",1997,1997,73,597414,12.219
"1730","Vermont","50",1998,1998,86,600704,14.317
"1731","Vermont","50",1999,1999,63,604683,10.419
"1732","Vermont","50",2000,2000,77,608827,12.647
"1733","Vermont","50",2001,2001,72,612223,11.76
"1734","Vermont","50",2002,2002,90,615442,14.624
"1735","Vermont","50",2003,2003,83,617858,13.434
"1736","Vermont","50",2004,2004,93,619920,15.002
"1737","Vermont","50",2005,2005,77,621215,12.395
"1738","Vermont","50",2006,2006,81,622892,13.004
"1739","Vermont","50",2007,2007,89,623481,14.275
"1740","Vermont","50",2008,2008,94,624151,15.06
"1741","Vermont","50",2009,2009,87,624817,13.924
"1742","Vermont","50",2010,2010,106,625741,16.94
"1743","Vermont","50",2011,2011,120,626730,19.147
"1744","Vermont","50",2012,2012,87,626444,13.888
"1745","Vermont","50",2013,2013,111,627140,17.699
"1746","Vermont","50",2014,2014,124,626984,19.777
"1747","Vermont","50",2015,2015,103,626088,16.451
"1748","Vermont","50",2016,2016,117,624594,18.732
"1749","Virginia","51",1979,1979,779,5329589,14.617
"1750","Virginia","51",1980,1980,715,5353138,13.357
"1751","Virginia","51",1981,1981,712,5449172,13.066
"1752","Virginia","51",1982,1982,763,5498214,13.877
"1753","Virginia","51",1983,1983,717,5568120,12.877
"1754","Virginia","51",1984,1984,712,5648358,12.605
"1755","Virginia","51",1985,1985,751,5721491,13.126
"1756","Virginia","51",1986,1986,815,5817306,14.01
"1757","Virginia","51",1987,1987,831,5938705,13.993
"1758","Virginia","51",1988,1988,755,6044002,12.492
"1759","Virginia","51",1989,1989,814,6128424,13.282
"1760","Virginia","51",1990,1990,799,6191428,12.905
"1761","Virginia","51",1991,1991,793,6303660,12.58
"1762","Virginia","51",1992,1992,812,6417314,12.653
"1763","Virginia","51",1993,1993,783,6512324,12.023
"1764","Virginia","51",1994,1994,821,6597000,12.445
"1765","Virginia","51",1995,1995,827,6673422,12.392
"1766","Virginia","51",1996,1996,829,6754598,12.273
"1767","Virginia","51",1997,1997,762,6831731,11.154
"1768","Virginia","51",1998,1998,827,6905016,11.977
"1769","Virginia","51",1999,1999,791,7000174,11.3
"1770","Virginia","51",2000,2000,768,7078515,10.85
"1771","Virginia","51",2001,2001,796,7198362,11.058
"1772","Virginia","51",2002,2002,799,7286873,10.965
"1773","Virginia","51",2003,2003,807,7366977,10.954
"1774","Virginia","51",2004,2004,828,7475575,11.076
"1775","Virginia","51",2005,2005,865,7577105,11.416
"1776","Virginia","51",2006,2006,874,7673725,11.39
"1777","Virginia","51",2007,2007,878,7751000,11.328
"1778","Virginia","51",2008,2008,947,7833496,12.089
"1779","Virginia","51",2009,2009,962,7925937,12.137
"1780","Virginia","51",2010,2010,961,8001024,12.011
"1781","Virginia","51",2011,2011,1053,8110035,12.984
"1782","Virginia","51",2012,2012,1062,8192048,12.964
"1783","Virginia","51",2013,2013,1068,8262692,12.926
"1784","Virginia","51",2014,2014,1121,8317372,13.478
"1785","Virginia","51",2015,2015,1116,8367587,13.337
"1786","Virginia","51",2016,2016,1163,8411808,13.826
"1787","Washington","53",1979,1979,557,4018920,13.859
"1788","Washington","53",1980,1980,550,4138795,13.289
"1789","Washington","53",1981,1981,631,4240915,14.879
"1790","Washington","53",1982,1982,572,4280029,13.364
"1791","Washington","53",1983,1983,616,4301870,14.319
"1792","Washington","53",1984,1984,568,4345120,13.072
"1793","Washington","53",1985,1985,615,4402035,13.971
"1794","Washington","53",1986,1986,682,4453602,15.313
"1795","Washington","53",1987,1987,698,4532945,15.398
"1796","Washington","53",1988,1988,719,4641797,15.49
"1797","Washington","53",1989,1989,648,4748909,13.645
"1798","Washington","53",1990,1990,677,4868410,13.906
"1799","Washington","53",1991,1991,692,5026490,13.767
"1800","Washington","53",1992,1992,694,5161525,13.446
"1801","Washington","53",1993,1993,690,5280598,13.067
"1802","Washington","53",1994,1994,759,5376439,14.117
"1803","Washington","53",1995,1995,781,5482492,14.245
"1804","Washington","53",1996,1996,773,5572322,13.872
"1805","Washington","53",1997,1997,728,5675818,12.826
"1806","Washington","53",1998,1998,708,5771447,12.267
"1807","Washington","53",1999,1999,815,5842564,13.949
"1808","Washington","53",2000,2000,726,5894121,12.317
"1809","Washington","53",2001,2001,711,5985722,11.878
"1810","Washington","53",2002,2002,811,6052349,13.4
"1811","Washington","53",2003,2003,801,6104115,13.122
"1812","Washington","53",2004,2004,829,6178645,13.417
"1813","Washington","53",2005,2005,820,6257305,13.105
"1814","Washington","53",2006,2006,808,6370753,12.683
"1815","Washington","53",2007,2007,862,6461587,13.34
"1816","Washington","53",2008,2008,885,6562231,13.486
"1817","Washington","53",2009,2009,919,6667426,13.783
"1818","Washington","53",2010,2010,955,6724540,14.202
"1819","Washington","53",2011,2011,1020,6822520,14.95
"1820","Washington","53",2012,2012,1038,6895226,15.054
"1821","Washington","53",2013,2013,1025,6968006,14.71
"1822","Washington","53",2014,2014,1114,7054196,15.792
"1823","Washington","53",2015,2015,1134,7160290,15.837
"1824","Washington","53",2016,2016,1134,7288000,15.56
"1825","West Virginia","54",1979,1979,243,1940160,12.525
"1826","West Virginia","54",1980,1980,243,1949995,12.462
"1827","West Virginia","54",1981,1981,236,1952950,12.084
"1828","West Virginia","54",1982,1982,230,1948421,11.804
"1829","West Virginia","54",1983,1983,251,1943037,12.918
"1830","West Virginia","54",1984,1984,238,1925468,12.361
"1831","West Virginia","54",1985,1985,253,1905477,13.278
"1832","West Virginia","54",1986,1986,272,1881152,14.459
"1833","West Virginia","54",1987,1987,243,1856624,13.088
"1834","West Virginia","54",1988,1988,214,1829578,11.697
"1835","West Virginia","54",1989,1989,231,1806822,12.785
"1836","West Virginia","54",1990,1990,219,1794262,12.206
"1837","West Virginia","54",1991,1991,240,1799502,13.337
"1838","West Virginia","54",1992,1992,240,1806776,13.283
"1839","West Virginia","54",1993,1993,269,1817927,14.797
"1840","West Virginia","54",1994,1994,258,1820782,14.17
"1841","West Virginia","54",1995,1995,276,1823956,15.132
"1842","West Virginia","54",1996,1996,279,1823203,15.303
"1843","West Virginia","54",1997,1997,262,1819689,14.398
"1844","West Virginia","54",1998,1998,232,1816386,12.773
"1845","West Virginia","54",1999,1999,229,1811799,12.639
"1846","West Virginia","54",2000,2000,244,1808344,13.493
"1847","West Virginia","54",2001,2001,282,1801481,15.654
"1848","West Virginia","54",2002,2002,276,1805414,15.287
"1849","West Virginia","54",2003,2003,266,1812295,14.678
"1850","West Virginia","54",2004,2004,285,1816438,15.69
"1851","West Virginia","54",2005,2005,254,1820492,13.952
"1852","West Virginia","54",2006,2006,265,1827912,14.497
"1853","West Virginia","54",2007,2007,300,1834052,16.357
"1854","West Virginia","54",2008,2008,261,1840310,14.182
"1855","West Virginia","54",2009,2009,251,1847775,13.584
"1856","West Virginia","54",2010,2010,279,1852994,15.057
"1857","West Virginia","54",2011,2011,306,1854972,16.496
"1858","West Virginia","54",2012,2012,326,1856560,17.559
"1859","West Virginia","54",2013,2013,323,1853231,17.429
"1860","West Virginia","54",2014,2014,359,1848514,19.421
"1861","West Virginia","54",2015,2015,340,1841053,18.468
"1862","West Virginia","54",2016,2016,361,1831102,19.715
"1863","Wisconsin","55",1979,1979,594,4671398,12.716
"1864","Wisconsin","55",1980,1980,551,4711208,11.696
"1865","Wisconsin","55",1981,1981,587,4729678,12.411
"1866","Wisconsin","55",1982,1982,583,4731560,12.322
"1867","Wisconsin","55",1983,1983,617,4722266,13.066
"1868","Wisconsin","55",1984,1984,609,4736891,12.857
"1869","Wisconsin","55",1985,1985,611,4749522,12.864
"1870","Wisconsin","55",1986,1986,596,4755750,12.532
"1871","Wisconsin","55",1987,1987,682,4776638,14.278
"1872","Wisconsin","55",1988,1988,653,4820818,13.545
"1873","Wisconsin","55",1989,1989,597,4855689,12.295
"1874","Wisconsin","55",1990,1990,620,4891217,12.676
"1875","Wisconsin","55",1991,1991,573,4967147,11.536
"1876","Wisconsin","55",1992,1992,586,5028141,11.654
"1877","Wisconsin","55",1993,1993,589,5088947,11.574
"1878","Wisconsin","55",1994,1994,592,5138097,11.522
"1879","Wisconsin","55",1995,1995,622,5190188,11.984
"1880","Wisconsin","55",1996,1996,601,5236721,11.477
"1881","Wisconsin","55",1997,1997,576,5272971,10.924
"1882","Wisconsin","55",1998,1998,594,5303586,11.2
"1883","Wisconsin","55",1999,1999,593,5332666,11.12
"1884","Wisconsin","55",2000,2000,590,5363675,11
"1885","Wisconsin","55",2001,2001,638,5406835,11.8
"1886","Wisconsin","55",2002,2002,624,5445162,11.46
"1887","Wisconsin","55",2003,2003,645,5479203,11.772
"1888","Wisconsin","55",2004,2004,662,5514026,12.006
"1889","Wisconsin","55",2005,2005,641,5546166,11.558
"1890","Wisconsin","55",2006,2006,667,5577655,11.958
"1891","Wisconsin","55",2007,2007,729,5610775,12.993
"1892","Wisconsin","55",2008,2008,740,5640996,13.118
"1893","Wisconsin","55",2009,2009,722,5669264,12.735
"1894","Wisconsin","55",2010,2010,790,5686986,13.891
"1895","Wisconsin","55",2011,2011,745,5709640,13.048
"1896","Wisconsin","55",2012,2012,723,5726177,12.626
"1897","Wisconsin","55",2013,2013,850,5742854,14.801
"1898","Wisconsin","55",2014,2014,767,5758377,13.32
"1899","Wisconsin","55",2015,2015,874,5767891,15.153
"1900","Wisconsin","55",2016,2016,865,5778708,14.969
"1901","Wyoming","56",1979,1979,86,453287,18.973
"1902","Wyoming","56",1980,1980,75,471153,15.918
"1903","Wyoming","56",1981,1981,84,492753,17.047
"1904","Wyoming","56",1982,1982,96,507270,18.925
"1905","Wyoming","56",1983,1983,105,510050,20.586
"1906","Wyoming","56",1984,1984,100,504323,19.829
"1907","Wyoming","56",1985,1985,115,499098,23.042
"1908","Wyoming","56",1986,1986,97,494693,19.608
"1909","Wyoming","56",1987,1987,78,475750,16.395
"1910","Wyoming","56",1988,1988,81,464337,17.444
"1911","Wyoming","56",1989,1989,82,457896,17.908
"1912","Wyoming","56",1990,1990,81,453541,17.859
"1913","Wyoming","56",1991,1991,87,459330,18.941
"1914","Wyoming","56",1992,1992,84,466423,18.009
"1915","Wyoming","56",1993,1993,105,473228,22.188
"1916","Wyoming","56",1994,1994,107,480373,22.274
"1917","Wyoming","56",1995,1995,82,485188,16.901
"1918","Wyoming","56",1996,1996,88,488168,18.027
"1919","Wyoming","56",1997,1997,95,489618,19.403
"1920","Wyoming","56",1998,1998,87,490944,17.721
"1921","Wyoming","56",1999,1999,98,491780,19.928
"1922","Wyoming","56",2000,2000,83,493782,16.809
"1923","Wyoming","56",2001,2001,83,494657,16.779
"1924","Wyoming","56",2002,2002,105,500017,20.999
"1925","Wyoming","56",2003,2003,109,503453,21.65
"1926","Wyoming","56",2004,2004,88,509106,17.285
"1927","Wyoming","56",2005,2005,90,514157,17.504
"1928","Wyoming","56",2006,2006,116,522667,22.194
"1929","Wyoming","56",2007,2007,101,534876,18.883
"1930","Wyoming","56",2008,2008,124,546043,22.709
"1931","Wyoming","56",2009,2009,111,559851,19.827
"1932","Wyoming","56",2010,2010,131,563626,23.242
"1933","Wyoming","56",2011,2011,131,567725,23.075
"1934","Wyoming","56",2012,2012,171,576765,29.648
"1935","Wyoming","56",2013,2013,129,582684,22.139
"1936","Wyoming","56",2014,2014,120,583642,20.561
"1937","Wyoming","56",2015,2015,157,586555,26.766
"1938","Wyoming","56",2016,2016,144,585501,24.594
