"","State","State Code","Year","Year Code","Deaths","Population","Crude Rate"
"1216","New Mexico","35",2016,2016,471,2081015,22.633
"1217","New York","36",1979,1979,1663,17642635,9.426
"1218","New York","36",1980,1980,1675,17569902,9.533
"1219","New York","36",1981,1981,1557,17580612,8.856
"1220","New York","36",1982,1982,1331,17606044,7.56
"1221","New York","36",1983,1983,1354,17700795,7.649
"1222","New York","36",1984,1984,1387,17760104,7.81
"1223","New York","36",1985,1985,1200,17812033,6.737
"1224","New York","36",1986,1986,1359,17855619,7.611
"1225","New York","36",1987,1987,1247,17896387,6.968
"1226","New York","36",1988,1988,1200,17973645,6.676
"1227","New York","36",1989,1989,1519,18020427,8.429
"1228","New York","36",1990,1990,1553,18010739,8.623
"1229","New York","36",1991,1991,1584,18130655,8.737
"1230","New York","36",1992,1992,1532,18252611,8.393
"1231","New York","36",1993,1993,1384,18382546,7.529
"1232","New York","36",1994,1994,1498,18469421,8.111
"1233","New York","36",1995,1995,1370,18534018,7.392
"1234","New York","36",1996,1996,1327,18601063,7.134
"1235","New York","36",1997,1997,1372,18668538,7.349
"1236","New York","36",1998,1998,1364,18772357,7.266
"1237","New York","36",1999,1999,1195,18882725,6.329
"1238","New York","36",2000,2000,1131,18976457,5.96
"1239","New York","36",2001,2001,1251,19082838,6.556
"1240","New York","36",2002,2002,1227,19137800,6.411
"1241","New York","36",2003,2003,1166,19175939,6.081
"1242","New York","36",2004,2004,1181,19171567,6.16
"1243","New York","36",2005,2005,1187,19132610,6.204
"1244","New York","36",2006,2006,1325,19104631,6.935
"1245","New York","36",2007,2007,1393,19132335,7.281
"1246","New York","36",2008,2008,1405,19212436,7.313
"1247","New York","36",2009,2009,1414,19307066,7.324
"1248","New York","36",2010,2010,1545,19378102,7.973
"1249","New York","36",2011,2011,1649,19519529,8.448
"1250","New York","36",2012,2012,1704,19602769,8.693
"1251","New York","36",2013,2013,1684,19673546,8.56
"1252","New York","36",2014,2014,1694,19718515,8.591
"1253","New York","36",2015,2015,1650,19747183,8.356
"1254","New York","36",2016,2016,1675,19745289,8.483
"1255","North Carolina","37",1979,1979,707,5805293,12.179
"1256","North Carolina","37",1980,1980,657,5885456,11.163
"1257","North Carolina","37",1981,1981,756,5958396,12.688
"1258","North Carolina","37",1982,1982,799,6022244,13.267
"1259","North Carolina","37",1983,1983,748,6077569,12.308
"1260","North Carolina","37",1984,1984,811,6166516,13.152
"1261","North Carolina","37",1985,1985,782,6258979,12.494
"1262","North Carolina","37",1986,1986,770,6326197,12.172
"1263","North Carolina","37",1987,1987,784,6410298,12.23
"1264","North Carolina","37",1988,1988,787,6489369,12.128
"1265","North Carolina","37",1989,1989,871,6575819,13.245
"1266","North Carolina","37",1990,1990,929,6633506,14.005
"1267","North Carolina","37",1991,1991,844,6786010,12.437
"1268","North Carolina","37",1992,1992,860,6900726,12.462
"1269","North Carolina","37",1993,1993,789,7045119,11.199
"1270","North Carolina","37",1994,1994,897,7190261,12.475
"1271","North Carolina","37",1995,1995,908,7347430,12.358
"1272","North Carolina","37",1996,1996,908,7505290,12.098
"1273","North Carolina","37",1997,1997,906,7660857,11.826
"1274","North Carolina","37",1998,1998,857,7814558,10.967
"1275","North Carolina","37",1999,1999,884,7949361,11.12
"1276","North Carolina","37",2000,2000,971,8049313,12.063
"1277","North Carolina","37",2001,2001,997,8210122,12.144
"1278","North Carolina","37",2002,2002,986,8326201,11.842
"1279","North Carolina","37",2003,2003,953,8422501,11.315
"1280","North Carolina","37",2004,2004,1025,8553152,11.984
"1281","North Carolina","37",2005,2005,1008,8705407,11.579
"1282","North Carolina","37",2006,2006,1098,8917270,12.313
"1283","North Carolina","37",2007,2007,1074,9118037,11.779
"1284","North Carolina","37",2008,2008,1160,9309449,12.46
"1285","North Carolina","37",2009,2009,1173,9449566,12.413
"1286","North Carolina","37",2010,2010,1172,9535483,12.291
"1287","North Carolina","37",2011,2011,1213,9650963,12.569
"1288","North Carolina","37",2012,2012,1283,9746175,13.164
"1289","North Carolina","37",2013,2013,1279,9841590,12.996
"1290","North Carolina","37",2014,2014,1352,9934399,13.609
"1291","North Carolina","37",2015,2015,1403,10035186,13.981
"1292","North Carolina","37",2016,2016,1370,10146788,13.502
"1293","North Dakota","38",1979,1979,76,653417,11.631
"1294","North Dakota","38",1980,1980,72,653755,11.013
"1295","North Dakota","38",1981,1981,61,660558,9.235
"1296","North Dakota","38",1982,1982,73,669903,10.897
"1297","North Dakota","38",1983,1983,67,677113,9.895
"1298","North Dakota","38",1984,1984,78,680312,11.465
"1299","North Dakota","38",1985,1985,84,676853,12.41
"1300","North Dakota","38",1986,1986,73,668770,10.916
"1301","North Dakota","38",1987,1987,85,660408,12.871
"1302","North Dakota","38",1988,1988,71,654883,10.842
"1303","North Dakota","38",1989,1989,70,645879,10.838
"1304","North Dakota","38",1990,1990,73,638325,11.436
"1305","North Dakota","38",1991,1991,74,636172,11.632
"1306","North Dakota","38",1992,1992,65,638575,10.179
"1307","North Dakota","38",1993,1993,79,641483,12.315
"1308","North Dakota","38",1994,1994,80,645004,12.403
"1309","North Dakota","38",1995,1995,94,648019,14.506
"1310","North Dakota","38",1996,1996,77,650563,11.836
"1311","North Dakota","38",1997,1997,80,649952,12.309
"1312","North Dakota","38",1998,1998,72,647619,11.118
"1313","North Dakota","38",1999,1999,73,644259,11.331
"1314","North Dakota","38",2000,2000,68,642200,10.589
"1315","North Dakota","38",2001,2001,79,639062,12.362
"1316","North Dakota","38",2002,2002,91,638168,14.26
"1317","North Dakota","38",2003,2003,81,638817,12.68
"1318","North Dakota","38",2004,2004,73,644705,11.323
"1319","North Dakota","38",2005,2005,92,646089,14.24
"1320","North Dakota","38",2006,2006,90,649422,13.858
"1321","North Dakota","38",2007,2007,95,652822,14.552
"1322","North Dakota","38",2008,2008,86,657569,13.078
"1323","North Dakota","38",2009,2009,90,664968,13.534
"1324","North Dakota","38",2010,2010,106,672591,15.76
"1325","North Dakota","38",2011,2011,101,685476,14.734
"1326","North Dakota","38",2012,2012,105,702087,14.955
"1327","North Dakota","38",2013,2013,128,724019,17.679
"1328","North Dakota","38",2014,2014,137,739904,18.516
"1329","North Dakota","38",2015,2015,124,756835,16.384
"1330","North Dakota","38",2016,2016,140,757952,18.471
"1331","Ohio","39",1979,1979,1372,10809033,12.693
"1332","Ohio","39",1980,1980,1288,10809348,11.916
"1333","Ohio","39",1981,1981,1317,10795737,12.199
"1334","Ohio","39",1982,1982,1280,10761581,11.894
"1335","Ohio","39",1983,1983,1188,10735643,11.066
"1336","Ohio","39",1984,1984,1262,10736395,11.754
"1337","Ohio","39",1985,1985,1284,10736928,11.959
"1338","Ohio","39",1986,1986,1246,10731362,11.611
"1339","Ohio","39",1987,1987,1201,10761881,11.16
"1340","Ohio","39",1988,1988,1214,10802549,11.238
"1341","Ohio","39",1989,1989,1235,10834811,11.398
"1342","Ohio","39",1990,1990,1188,10850094,10.949
"1343","Ohio","39",1991,1991,1237,10951104,11.296
"1344","Ohio","39",1992,1992,1194,11031225,10.824
"1345","Ohio","39",1993,1993,1155,11103679,10.402
"1346","Ohio","39",1994,1994,1101,11154945,9.87
"1347","Ohio","39",1995,1995,1077,11205299,9.612
"1348","Ohio","39",1996,1996,1054,11244913,9.373
"1349","Ohio","39",1997,1997,1126,11279094,9.983
"1350","Ohio","39",1998,1998,1108,11315474,9.792
"1351","Ohio","39",1999,1999,1102,11335454,9.722
"1352","Ohio","39",2000,2000,1087,11353140,9.574
"1353","Ohio","39",2001,2001,1218,11387404,10.696
"1354","Ohio","39",2002,2002,1285,11407889,11.264
"1355","Ohio","39",2003,2003,1072,11434788,9.375
"1356","Ohio","39",2004,2004,1316,11452251,11.491
"1357","Ohio","39",2005,2005,1340,11463320,11.689
"1358","Ohio","39",2006,2006,1319,11481213,11.488
"1359","Ohio","39",2007,2007,1293,11500468,11.243
"1360","Ohio","39",2008,2008,1410,11515391,12.244
"1361","Ohio","39",2009,2009,1174,11528896,10.183
"1362","Ohio","39",2010,2010,1436,11536504,12.447
"1363","Ohio","39",2011,2011,1462,11544824,12.664
"1364","Ohio","39",2012,2012,1537,11550839,13.306
"1365","Ohio","39",2013,2013,1525,11570022,13.181
"1366","Ohio","39",2014,2014,1491,11594408,12.86
"1367","Ohio","39",2015,2015,1649,11605090,14.209
"1368","Ohio","39",2016,2016,1705,11614373,14.68
"1369","Oklahoma","40",1979,1979,399,2974068,13.416
"1370","Oklahoma","40",1980,1980,395,3030739,13.033
"1371","Oklahoma","40",1981,1981,471,3101005,15.189
"1372","Oklahoma","40",1982,1982,455,3213698,14.158
"1373","Oklahoma","40",1983,1983,436,3292987,13.24
"1374","Oklahoma","40",1984,1984,448,3285285,13.637
"1375","Oklahoma","40",1985,1985,478,3269949,14.618
"1376","Oklahoma","40",1986,1986,482,3249991,14.831
"1377","Oklahoma","40",1987,1987,441,3206611,13.753
"1378","Oklahoma","40",1988,1988,414,3165891,13.077
"1379","Oklahoma","40",1989,1989,416,3150823,13.203
"1380","Oklahoma","40",1990,1990,392,3146136,12.46
"1381","Oklahoma","40",1991,1991,442,3176556,13.914
"1382","Oklahoma","40",1992,1992,472,3221404,14.652
"1383","Oklahoma","40",1993,1993,491,3253331,15.092
"1384","Oklahoma","40",1994,1994,451,3282213,13.741
"1385","Oklahoma","40",1995,1995,502,3309855,15.167
"1386","Oklahoma","40",1996,1996,467,3341657,13.975
"1387","Oklahoma","40",1997,1997,497,3374534,14.728
"1388","Oklahoma","40",1998,1998,471,3407252,13.823
"1389","Oklahoma","40",1999,1999,492,3437147,14.314
"1390","Oklahoma","40",2000,2000,497,3450654,14.403
"1391","Oklahoma","40",2001,2001,515,3467100,14.854
"1392","Oklahoma","40",2002,2002,501,3489080,14.359
"1393","Oklahoma","40",2003,2003,475,3504892,13.552
"1394","Oklahoma","40",2004,2004,505,3525233,14.325
"1395","Oklahoma","40",2005,2005,513,3548597,14.456
"1396","Oklahoma","40",2006,2006,535,3594090,14.886
"1397","Oklahoma","40",2007,2007,530,3634349,14.583
"1398","Oklahoma","40",2008,2008,574,3668976,15.645
"1399","Oklahoma","40",2009,2009,566,3717572,15.225
"1400","Oklahoma","40",2010,2010,617,3751351,16.447
"1401","Oklahoma","40",2011,2011,691,3786274,18.25
"1402","Oklahoma","40",2012,2012,667,3817054,17.474
"1403","Oklahoma","40",2013,2013,665,3852415,17.262
"1404","Oklahoma","40",2014,2014,733,3877499,18.904
"1405","Oklahoma","40",2015,2015,790,3907414,20.218
"1406","Oklahoma","40",2016,2016,821,3923561,20.925
"1407","Oregon","41",1979,1979,351,2581971,13.594
"1408","Oregon","41",1980,1980,384,2636626,14.564
"1409","Oregon","41",1981,1981,395,2669849,14.795
"1410","Oregon","41",1982,1982,392,2664744,14.711
"1411","Oregon","41",1983,1983,412,2652041,15.535
"1412","Oregon","41",1984,1984,419,2665575,15.719
"1413","Oregon","41",1985,1985,418,2672205,15.643
"1414","Oregon","41",1986,1986,451,2683141,16.809
"1415","Oregon","41",1987,1987,408,2700862,15.106
"1416","Oregon","41",1988,1988,468,2742357,17.066
"1417","Oregon","41",1989,1989,470,2791767,16.835
"1418","Oregon","41",1990,1990,449,2843155,15.792
"1419","Oregon","41",1991,1991,453,2929085,15.466
"1420","Oregon","41",1992,1992,488,2992359,16.308
"1421","Oregon","41",1993,1993,465,3061333,15.189
"1422","Oregon","41",1994,1994,512,3121913,16.4
"1423","Oregon","41",1995,1995,497,3185037,15.604
"1424","Oregon","41",1996,1996,520,3248377,16.008
"1425","Oregon","41",1997,1997,534,3304834,16.158
"1426","Oregon","41",1998,1998,545,3354163,16.248
"1427","Oregon","41",1999,1999,477,3393941,14.054
"1428","Oregon","41",2000,2000,493,3421399,14.409
"1429","Oregon","41",2001,2001,503,3467937,14.504
"1430","Oregon","41",2002,2002,517,3513424,14.715
"1431","Oregon","41",2003,2003,591,3547376,16.66
"1432","Oregon","41",2004,2004,554,3569463,15.521
"1433","Oregon","41",2005,2005,559,3613202,15.471
"1434","Oregon","41",2006,2006,576,3670883,15.691
"1435","Oregon","41",2007,2007,590,3722417,15.85
"1436","Oregon","41",2008,2008,571,3768748,15.151
"1437","Oregon","41",2009,2009,642,3808600,16.857
"1438","Oregon","41",2010,2010,684,3831074,17.854
"1439","Oregon","41",2011,2011,654,3868031,16.908
"1440","Oregon","41",2012,2012,723,3899116,18.543
"1441","Oregon","41",2013,2013,695,3925751,17.704
"1442","Oregon","41",2014,2014,781,3968371,19.681
"1443","Oregon","41",2015,2015,760,4024634,18.884
"1444","Oregon","41",2016,2016,771,4093465,18.835
"1445","Pennsylvania","42",1979,1979,1332,11882234,11.21
"1446","Pennsylvania","42",1980,1980,1318,11873224,11.101
"1447","Pennsylvania","42",1981,1981,1312,11866773,11.056
"1448","Pennsylvania","42",1982,1982,1347,11853261,11.364
"1449","Pennsylvania","42",1983,1983,1344,11840497,11.351
"1450","Pennsylvania","42",1984,1984,1420,11817071,12.017
"1451","Pennsylvania","42",1985,1985,1438,11776308,12.211
"1452","Pennsylvania","42",1986,1986,1452,11787507,12.318
"1453","Pennsylvania","42",1987,1987,1493,11816661,12.635
"1454","Pennsylvania","42",1988,1988,1483,11853242,12.511
"1455","Pennsylvania","42",1989,1989,1451,11874141,12.22
"1456","Pennsylvania","42",1990,1990,1452,11886559,12.215
"1457","Pennsylvania","42",1991,1991,1397,11987818,11.653
"1458","Pennsylvania","42",1992,1992,1389,12052611,11.524
"1459","Pennsylvania","42",1993,1993,1412,12123137,11.647
"1460","Pennsylvania","42",1994,1994,1326,12170062,10.896
"1461","Pennsylvania","42",1995,1995,1459,12201314,11.958
"1462","Pennsylvania","42",1996,1996,1428,12225148,11.681
"1463","Pennsylvania","42",1997,1997,1412,12229931,11.545
"1464","Pennsylvania","42",1998,1998,1370,12250692,11.183
"1465","Pennsylvania","42",1999,1999,1284,12263805,10.47
"1466","Pennsylvania","42",2000,2000,1356,12281054,11.041
"1467","Pennsylvania","42",2001,2001,1270,12298970,10.326
"1468","Pennsylvania","42",2002,2002,1336,12331031,10.834
"1469","Pennsylvania","42",2003,2003,1338,12374658,10.812
"1470","Pennsylvania","42",2004,2004,1410,12410722,11.361
"1471","Pennsylvania","42",2005,2005,1426,12449990,11.454
"1472","Pennsylvania","42",2006,2006,1390,12510809,11.11
"1473","Pennsylvania","42",2007,2007,1435,12563937,11.422
"1474","Pennsylvania","42",2008,2008,1536,12612285,12.179
"1475","Pennsylvania","42",2009,2009,1628,12666858,12.852
"1476","Pennsylvania","42",2010,2010,1574,12702379,12.391
"1477","Pennsylvania","42",2011,2011,1745,12744293,13.692
"1478","Pennsylvania","42",2012,2012,1646,12771854,12.888
"1479","Pennsylvania","42",2013,2013,1786,12781338,13.973
"1480","Pennsylvania","42",2014,2014,1812,12790565,14.167
"1481","Pennsylvania","42",2015,2015,1894,12791904,14.806
"1482","Pennsylvania","42",2016,2016,1967,12784227,15.386
"1483","Rhode Island","44",1979,1979,114,957016,11.912
"1484","Rhode Island","44",1980,1980,106,948005,11.181
"1485","Rhode Island","44",1981,1981,104,953757,10.904
"1486","Rhode Island","44",1982,1982,108,954795,11.311
"1487","Rhode Island","44",1983,1983,99,956902,10.346
"1488","Rhode Island","44",1984,1984,95,962417,9.871
"1489","Rhode Island","44",1985,1985,97,969638,10.004
"1490","Rhode Island","44",1986,1986,99,978176,10.121
"1491","Rhode Island","44",1987,1987,127,990695,12.819
"1492","Rhode Island","44",1988,1988,99,997406,9.926
"1493","Rhode Island","44",1989,1989,100,1001925,9.981
"1494","Rhode Island","44",1990,1990,127,1004026,12.649
"1495","Rhode Island","44",1991,1991,82,1010812,8.112
"1496","Rhode Island","44",1992,1992,73,1012667,7.209
"1497","Rhode Island","44",1993,1993,90,1014973,8.867
"1498","Rhode Island","44",1994,1994,82,1015892,8.072
"1499","Rhode Island","44",1995,1995,89,1016502,8.756
"1500","Rhode Island","44",1996,1996,83,1020486,8.133
"1501","Rhode Island","44",1997,1997,72,1024948,7.025
"1502","Rhode Island","44",1998,1998,86,1031343,8.339
"1503","Rhode Island","44",1999,1999,96,1040402,9.227
"1504","Rhode Island","44",2000,2000,75,1048319,7.154
"1505","Rhode Island","44",2001,2001,87,1057142,8.23
"1506","Rhode Island","44",2002,2002,86,1065995,8.068
"1507","Rhode Island","44",2003,2003,84,1071342,7.841
"1508","Rhode Island","44",2004,2004,84,1074579,7.817
"1509","Rhode Island","44",2005,2005,70,1067916,6.555
"1510","Rhode Island","44",2006,2006,90,1063096,8.466
"1511","Rhode Island","44",2007,2007,96,1057315,9.08
"1512","Rhode Island","44",2008,2008,110,1055003,10.427
"1513","Rhode Island","44",2009,2009,117,1053646,11.104
"1514","Rhode Island","44",2010,2010,128,1052567,12.161
"1515","Rhode Island","44",2011,2011,100,1052451,9.502
"1516","Rhode Island","44",2012,2012,105,1052901,9.972
"1517","Rhode Island","44",2013,2013,132,1053033,12.535
"1518","Rhode Island","44",2014,2014,111,1054480,10.527
"1519","Rhode Island","44",2015,2015,126,1055607,11.936
"1520","Rhode Island","44",2016,2016,126,1056426,11.927
"1521","South Carolina","45",1979,1979,302,3090454,9.772
"1522","South Carolina","45",1980,1980,298,3126100,9.533
"1523","South Carolina","45",1981,1981,350,3182070,10.999
"1524","South Carolina","45",1982,1982,369,3209765,11.496
"1525","South Carolina","45",1983,1983,330,3234838,10.201
"1526","South Carolina","45",1984,1984,390,3272398,11.918
"1527","South Carolina","45",1985,1985,393,3304946,11.891
"1528","South Carolina","45",1986,1986,385,3344298,11.512
"1529","South Carolina","45",1987,1987,437,3383016,12.917
"1530","South Carolina","45",1988,1988,345,3416448,10.098
"1531","South Carolina","45",1989,1989,424,3462182,12.247
"1532","South Carolina","45",1990,1990,434,3489605,12.437
"1533","South Carolina","45",1991,1991,420,3572113,11.758
"1534","South Carolina","45",1992,1992,465,3621983,12.838
"1535","South Carolina","45",1993,1993,491,3664533,13.399
"1536","South Carolina","45",1994,1994,468,3706500,12.626
"1537","South Carolina","45",1995,1995,436,3749504,11.628
"1538","South Carolina","45",1996,1996,497,3797265,13.088
"1539","South Carolina","45",1997,1997,432,3860744,11.19
"1540","South Carolina","45",1998,1998,449,3920791,11.452
"1541","South Carolina","45",1999,1999,418,3974682,10.517
"1542","South Carolina","45",2000,2000,442,4012012,11.017
"1543","South Carolina","45",2001,2001,467,4064995,11.488
"1544","South Carolina","45",2002,2002,437,4107795,10.638
"1545","South Carolina","45",2003,2003,475,4150297,11.445
"1546","South Carolina","45",2004,2004,480,4210921,11.399
"1547","South Carolina","45",2005,2005,510,4270150,11.943
"1548","South Carolina","45",2006,2006,524,4357847,12.024
"1549","South Carolina","45",2007,2007,528,4444110,11.881
"1550","South Carolina","45",2008,2008,565,4528996,12.475
"1551","South Carolina","45",2009,2009,616,4589872,13.421
"1552","South Carolina","45",2010,2010,637,4625364,13.772
"1553","South Carolina","45",2011,2011,658,4672637,14.082
"1554","South Carolina","45",2012,2012,673,4720760,14.256
"1555","South Carolina","45",2013,2013,695,4767894,14.577
"1556","South Carolina","45",2014,2014,753,4828430,15.595
"1557","South Carolina","45",2015,2015,739,4894834,15.098
"1558","South Carolina","45",2016,2016,815,4961119,16.428
"1559","South Dakota","46",1979,1979,70,690740,10.134
"1560","South Dakota","46",1980,1980,88,692365,12.71
"1561","South Dakota","46",1981,1981,85,690361,12.312
"1562","South Dakota","46",1982,1982,95,691342,13.741
"1563","South Dakota","46",1983,1983,84,693218,12.117
"1564","South Dakota","46",1984,1984,91,697364,13.049
"1565","South Dakota","46",1985,1985,81,698330,11.599
"1566","South Dakota","46",1986,1986,101,695608,14.52
"1567","South Dakota","46",1987,1987,102,695832,14.659
"1568","South Dakota","46",1988,1988,82,697830,11.751
"1569","South Dakota","46",1989,1989,90,696513,12.922
"1570","South Dakota","46",1990,1990,91,695805,13.078
"1571","South Dakota","46",1991,1991,95,704009,13.494
"1572","South Dakota","46",1992,1992,79,713096,11.078
"1573","South Dakota","46",1993,1993,117,722507,16.194
"1574","South Dakota","46",1994,1994,97,731147,13.267
"1575","South Dakota","46",1995,1995,86,738375,11.647
"1576","South Dakota","46",1996,1996,124,742683,16.696
"1577","South Dakota","46",1997,1997,127,744434,17.06
"1578","South Dakota","46",1998,1998,115,746501,15.405
"1579","South Dakota","46",1999,1999,103,750412,13.726
"1580","South Dakota","46",2000,2000,95,754844,12.585
"1581","South Dakota","46",2001,2001,105,757972,13.853
"1582","South Dakota","46",2002,2002,94,760020,12.368
"1583","South Dakota","46",2003,2003,102,763729,13.356
"1584","South Dakota","46",2004,2004,111,770396,14.408
"1585","South Dakota","46",2005,2005,121,775493,15.603
"1586","South Dakota","46",2006,2006,125,783033,15.964
"1587","South Dakota","46",2007,2007,100,791623,12.632
"1588","South Dakota","46",2008,2008,123,799124,15.392
"1589","South Dakota","46",2009,2009,129,807067,15.984
"1590","South Dakota","46",2010,2010,140,814180,17.195
"1591","South Dakota","46",2011,2011,128,824398,15.526
"1592","South Dakota","46",2012,2012,141,834441,16.898
"1593","South Dakota","46",2013,2013,147,844922,17.398
"1594","South Dakota","46",2014,2014,141,852561,16.538
"1595","South Dakota","46",2015,2015,172,857919,20.049
"1596","South Dakota","46",2016,2016,163,865454,18.834
"1597","Tennessee","47",1979,1979,598,4537642,13.179
"1598","Tennessee","47",1980,1980,560,4595143,12.187
"1599","Tennessee","47",1981,1981,571,4628211,12.337
"1600","Tennessee","47",1982,1982,586,4646503,12.612
"1601","Tennessee","47",1983,1983,602,4658925,12.921
"1602","Tennessee","47",1984,1984,661,4686096,14.106
"1603","Tennessee","47",1985,1985,590,4717235,12.507
"1604","Tennessee","47",1986,1986,618,4740418,13.037
"1605","Tennessee","47",1987,1987,612,4786279,12.787
"1606","Tennessee","47",1988,1988,655,4827504,13.568
"1607","Tennessee","47",1989,1989,652,4860544,13.414
"1608","Tennessee","47",1990,1990,653,4880859,13.379
"1609","Tennessee","47",1991,1991,662,4968973,13.323
"1610","Tennessee","47",1992,1992,650,5051188,12.868
"1611","Tennessee","47",1993,1993,673,5139306,13.095
"1612","Tennessee","47",1994,1994,660,5233322,12.611
"1613","Tennessee","47",1995,1995,681,5328891,12.779
"1614","Tennessee","47",1996,1996,691,5419660,12.75
"1615","Tennessee","47",1997,1997,729,5501676,13.251
"1616","Tennessee","47",1998,1998,744,5573935,13.348
"1617","Tennessee","47",1999,1999,726,5638706,12.875
"1618","Tennessee","47",2000,2000,728,5689283,12.796
"1619","Tennessee","47",2001,2001,710,5750789,12.346
"1620","Tennessee","47",2002,2002,778,5795918,13.423
"1621","Tennessee","47",2003,2003,761,5847812,13.013
"1622","Tennessee","47",2004,2004,792,5910809,13.399
"1623","Tennessee","47",2005,2005,856,5991057,14.288
"1624","Tennessee","47",2006,2006,871,6088766,14.305
"1625","Tennessee","47",2007,2007,842,6175727,13.634
"1626","Tennessee","47",2008,2008,973,6247411,15.574
"1627","Tennessee","47",2009,2009,941,6306019,14.922
"1628","Tennessee","47",2010,2010,941,6346105,14.828
"1629","Tennessee","47",2011,2011,954,6397634,14.912
"1630","Tennessee","47",2012,2012,977,6454306,15.137
"1631","Tennessee","47",2013,2013,1028,6494821,15.828
"1632","Tennessee","47",2014,2014,996,6544663,15.219
"1633","Tennessee","47",2015,2015,1068,6595056,16.194
"1634","Tennessee","47",2016,2016,1108,6651194,16.659
"1635","Texas","48",1979,1979,1627,13916436,11.691
"1636","Texas","48",1980,1980,1752,14268965,12.278
"1637","Texas","48",1981,1981,1839,14779030,12.443
"1638","Texas","48",1982,1982,1869,15366008,12.163
"1639","Texas","48",1983,1983,2014,15773066,12.769
"1640","Texas","48",1984,1984,2068,16025603,12.904
"1641","Texas","48",1985,1985,2216,16294915,13.599
"1642","Texas","48",1986,1986,2278,16578053,13.741
"1643","Texas","48",1987,1987,2120,16635523,12.744
"1644","Texas","48",1988,1988,2263,16686059,13.562
"1645","Texas","48",1989,1989,2126,16832321,12.63
"1646","Texas","48",1990,1990,2206,17008748,12.97
"1647","Texas","48",1991,1991,2249,17405312,12.921
"1648","Texas","48",1992,1992,2258,17766812,12.709
"1649","Texas","48",1993,1993,2266,18170320,12.471
"1650","Texas","48",1994,1994,2337,18572123,12.583
"1651","Texas","48",1995,1995,2234,18967400,11.778
"1652","Texas","48",1996,1996,2223,19352289,11.487
"1653","Texas","48",1997,1997,2146,19752039,10.865
"1654","Texas","48",1998,1998,2133,20171768,10.574
"1655","Texas","48",1999,1999,2004,20558220,9.748
"1656","Texas","48",2000,2000,2048,20851820,9.822
"1657","Texas","48",2001,2001,2221,21319622,10.418
"1658","Texas","48",2002,2002,2307,21690325,10.636
"1659","Texas","48",2003,2003,2358,22030931,10.703
"1660","Texas","48",2004,2004,2293,22394023,10.239
"1661","Texas","48",2005,2005,2410,22778123,10.58
"1662","Texas","48",2006,2006,2344,23359580,10.034
"1663","Texas","48",2007,2007,2432,23831983,10.205
"1664","Texas","48",2008,2008,2547,24309039,10.478
"1665","Texas","48",2009,2009,2806,24801761,11.314
"1666","Texas","48",2010,2010,2886,25145561,11.477
"1667","Texas","48",2011,2011,2887,25646389,11.257
"1668","Texas","48",2012,2012,3029,26071655,11.618
"1669","Texas","48",2013,2013,3054,26473525,11.536
"1670","Texas","48",2014,2014,3248,26944751,12.054
"1671","Texas","48",2015,2015,3400,27429639,12.395
"1672","Texas","48",2016,2016,3477,27862596,12.479
"1673","Utah","49",1979,1979,178,1421446,12.522
"1674","Utah","49",1980,1980,193,1464846,13.175
"1675","Utah","49",1981,1981,197,1516752,12.988
"1676","Utah","49",1982,1982,202,1559272,12.955
"1677","Utah","49",1983,1983,212,1593625,13.303
"1678","Utah","49",1984,1984,224,1620861,13.82
"1679","Utah","49",1985,1985,215,1641813,13.095
"1680","Utah","49",1986,1986,245,1661876,14.742
"1681","Utah","49",1987,1987,231,1677020,13.774
"1682","Utah","49",1988,1988,229,1690185,13.549
"1683","Utah","49",1989,1989,211,1706799,12.362
"1684","Utah","49",1990,1990,264,1723370,15.319
"1685","Utah","49",1991,1991,286,1780280,16.065
"1686","Utah","49",1992,1992,256,1837837,13.929
"1687","Utah","49",1993,1993,260,1898909,13.692
"1688","Utah","49",1994,1994,291,1961072,14.839
"1689","Utah","49",1995,1995,288,2014719,14.295
"1690","Utah","49",1996,1996,287,2069474,13.868
"1691","Utah","49",1997,1997,301,2120359,14.196
"1692","Utah","49",1998,1998,336,2167719,15.5
"1693","Utah","49",1999,1999,281,2203482,12.753
"1694","Utah","49",2000,2000,298,2233169,13.344
"1695","Utah","49",2001,2001,319,2283715,13.968
"1696","Utah","49",2002,2002,340,2324815,14.625
"1697","Utah","49",2003,2003,336,2360137,14.236
"1698","Utah","49",2004,2004,376,2401580,15.656
"1699","Utah","49",2005,2005,344,2457719,13.997
"1700","Utah","49",2006,2006,362,2525507,14.334
"1701","Utah","49",2007,2007,378,2597746,14.551
"1702","Utah","49",2008,2008,390,2663029,14.645
"1703","Utah","49",2009,2009,448,2723421,16.45
"1704","Utah","49",2010,2010,471,2763885,17.041
"1705","Utah","49",2011,2011,500,2816124,17.755
"1706","Utah","49",2012,2012,549,2855782,19.224
"1707","Utah","49",2013,2013,579,2902663,19.947
"1708","Utah","49",2014,2014,559,2941836,19.002
"1709","Utah","49",2015,2015,629,2990632,21.032
"1710","Utah","49",2016,2016,619,3051217,20.287
"1711","Vermont","50",1979,1979,88,506115,17.387
"1712","Vermont","50",1980,1980,75,512144,14.644
"1713","Vermont","50",1981,1981,85,516116,16.469
"1714","Vermont","50",1982,1982,83,519544,15.976
"1715","Vermont","50",1983,1983,74,523511,14.135
"1716","Vermont","50",1984,1984,82,526832,15.565
"1717","Vermont","50",1985,1985,76,530151,14.336
"1718","Vermont","50",1986,1986,76,534224,14.226
