"State";"Year.x";"labor force participation rate";"employment-population ratio";"labor force";"employment";"unemployment";"unemployment rate";"n";"Id";"population";"Deaths";"crude_rate";"TOTAL FILINGS";"Post";"TreatPost";"Treat";"NonTreat";"Year.y";"AREA";"DATA TYPE";"TOTAL";"500+";"PercW";"FIPS";"IncidenceRate";"BankrupcyP100k";"TimingCntrl";"Delta";"Abr";"Pairty Law Passed";"Mandated offering laws";"Minimum Mandated Benefit";"Mandated if Offered";"No Law";"AccesstoParity";"NonPairtyLaw";"Pre_Post_Parity";"lcruderate";"Expr";"Expr_No-TreatPost-Period";"Expr_No-TreatPre-Period";"Expr_Treated-Post-Period";"Expr_Treated-Pre-Period";"D_ParityLawPassed";"D_Mandatedofferinglaws";"D_MinimumMandatedBenefit";"D_MandatedifOffered";"D_NoLaw";"D_AccessToParity";"D_NonParityLaw";"lDelta"
"Alabama";"2000";"63,5583333333333";"60,6416666666667";"2147399,916666670";"2047897,166666670";"99502,75000000000";"4,62500000000000";"32";"Alabama_2000";"4447100";"582";"13,087";"32988";"1";"1";"1";"1";"2000";"Alabama";"Employment";"1653074";"847889";"0,512916542151168";"1";"0,00741786782397517";"741,7867823975170";"2,52612856432958";"0,58199999999999896";"AL";"0";"2001";"0";"0";"0";"2001";"0";"Pre-Pairty";"2,57161937107334";"Treated-Post-Period";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0,045490806743761159"
"Alabama";"2001";"62,7000000000000";"59,4500000000000";"2126942,500000000";"2016673,750000000";"110268,75000000000";"5,18333333333333";"32";"Alabama_2001";"4467634";"512";"11,460";"38849";"1";"1";"1";"0";"2001";"Alabama";"Employment";"1620952";"826751";"0,510040396014194";"1";"0,00869565412027933";"869,5654120279330";"2,57161937107334";"-1,62700000000000000";"AL";"0";"2001";"0";"0";"0";"2001";"0";"Post-Parity";"2,43886271128659";"Treated-Post-Period";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"-0,132756659786750220"
"Alabama";"2002";"62,0666666666667";"58,4000000000000";"2113208,666666670";"1988237,083333330";"124971,58333333299";"5,92500000000000";"32";"Alabama_2002";"4480089";"513";"11,451";"41859";"1";"1";"1";"0";"2002";"Alabama";"Employment";"1581117";"795094";"0,502868541670224";"1";"0,00934334117023122";"934,3341170231220";"2,43886271128659";"-0,00900000000000034";"AL";"0";"2001";"0";"0";"0";"2001";"0";"Post-Parity";"2,43807706243120";"Treated-Post-Period";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"-0,000785648855391230"
"Alabama";"2003";"62,2000000000000";"58,4833333333333";"2128286,500000000";"2001012,750000000";"127273,75000000000";"5,98333333333333";"32";"Alabama_2003";"4503491";"520";"11,547";"42421";"1";"1";"1";"0";"2003";"Alabama";"Employment";"1597529";"795477";"0,497942134383789";"1";"0,00941958138697291";"941,9581386972910";"2,43807706243120";"0,09600000000000010";"AL";"0";"2001";"0";"0";"0";"2001";"0";"Post-Parity";"2,44642566296972";"Treated-Post-Period";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0,008348600538516493"
"Alabama";"2004";"62,0833333333333";"58,6083333333333";"2138181,000000000";"2018713,916666670";"119467,08333333299";"5,57500000000000";"32";"Alabama_2004";"4530729";"541";"11,941";"41972";"1";"1";"1";"0";"2004";"Alabama";"Employment";"1629141";"802914";"0,492845002366278";"1";"0,00926385135813685";"926,3851358136850";"2,44642566296972";"0,39400000000000002";"AL";"0";"2001";"0";"0";"0";"2001";"0";"Post-Parity";"2,47997785655125";"Treated-Post-Period";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0,033552193581528833"
"Alaska";"1990";"72,6583333333333";"67,3666666666667";"270198,500000000";"250559,083333333";"19639,41666666670";"7,25833333333333";"32";"Alaska_1990";"549982";"70";"12,728";"1153";"0";"0";"0";"1";"1990";"Alaska";"Employment";"157798";"54085";"0,342748323806385";"2";"0,00209643224687353";"209,6432246873530";NA;NA;"AK";"0";"0";"0";"0";"2004";"0";"0";"No-Parity";"2,54380429103549";"No-TreatPre-Period";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";NA
"Alaska";"1991";"72,4333333333333";"66,4000000000000";"276405,166666667";"253330,416666667";"23074,75000000000";"8,34166666666667";"32";"Alaska_1991";"570440";"73";"12,797";"1064";"0";"0";"0";"1";"1991";"Alaska";"Employment";"163637";"58747";"0,359008048302034";"2";"0,00186522684243742";"186,5226842437420";"2,54380429103549";"0,06900000000000080";"AK";"0";"0";"0";"0";"2004";"0";"0";"No-Parity";"2,54921076845546";"No-TreatPre-Period";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0,005406477419973132"
"Alaska";"1992";"72,5500000000000";"66,1416666666667";"286332,916666667";"260994,250000000";"25338,66666666670";"8,85833333333333";"32";"Alaska_1992";"589389";"90";"15,270";"1039";"0";"0";"0";"1";"1992";"Alaska";"Employment";"170216";"60932";"0,357968698594727";"2";"0,00176284253693231";"176,2842536932310";"2,54921076845546";"2,47299999999999986";"AK";"0";"0";"0";"0";"2004";"0";"0";"No-Parity";"2,72589011923054";"No-TreatPre-Period";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0,176679350775082344"
"Alaska";"1993";"72,9333333333333";"67,2500000000000";"294227,083333333";"271265,250000000";"22961,83333333330";"7,80000000000000";"32";"Alaska_1993";"599884";"97";"16,170";"928";"0";"0";"0";"1";"1993";"Alaska";"Employment";"172423";"59699";"0,346235711013032";"2";"0,00154696574671103";"154,6965746711030";"2,72589011923054";"0,90000000000000202";"AK";"0";"0";"0";"0";"2004";"0";"0";"No-Parity";"2,78315767358902";"No-TreatPre-Period";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0,057267554358474637"
"Alaska";"1994";"73,5166666666667";"67,9083333333333";"300745,250000000";"277837,500000000";"22907,75000000000";"7,61666666666667";"32";"Alaska_1994";"603918";"121";"20,036";"892";"0";"0";"0";"1";"1994";"Alaska";"Employment";"178529";"63504";"0,355706915963233";"2";"0,00147702171486857";"147,7021714868570";"2,78315767358902";"3,86600000000000010";"AK";"0";"0";"0";"0";"2004";"0";"0";"No-Parity";"2,99753065549537";"No-TreatPre-Period";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0,214372981906354454"
"Alaska";"1995";"72,8416666666667";"67,4916666666667";"302733,166666667";"280522,250000000";"22210,91666666670";"7,32500000000000";"32";"Alaska_1995";"605068";"103";"17,023";"946";"0";"0";"0";"1";"1995";"Alaska";"Employment";"181958";"66340";"0,364589630574089";"2";"0,00156346063582936";"156,3460635829360";"2,99753065549537";"-3,01299999999999990";"AK";"0";"0";"0";"0";"2004";"0";"0";"No-Parity";"2,83456537083243";"No-TreatPre-Period";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"-0,162965284662937027"
"Alaska";"1996";"73,3666666666667";"67,9166666666667";"308593,083333333";"285712,083333333";"22881,00000000000";"7,42500000000000";"32";"Alaska_1996";"609231";"120";"19,697";"1226";"0";"0";"0";"1";"1996";"Alaska";"Employment";"183484";"65404";"0,356456148765015";"2";"0,00201237297511125";"201,2372975111250";"2,83456537083243";"2,67399999999999993";"AK";"0";"0";"0";"0";"2004";"0";"0";"No-Parity";"2,98046633988356";"No-TreatPre-Period";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0,145900969051124374"
"Alaska";"1997";"73,7083333333333";"68,6083333333333";"312324,000000000";"290676,250000000";"21647,75000000000";"6,93333333333333";"32";"Alaska_1997";"613530";"128";"20,863";"892";"0";"0";"0";"1";"1997";"Alaska";"Employment";"188923";"69594";"0,368372299825855";"2";"0,00145388163577983";"145,3881635779830";"2,98046633988356";"1,16599999999999993";"AK";"0";"0";"0";"0";"2004";"0";"0";"No-Parity";"3,03797725514774";"No-TreatPre-Period";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0,057510915264179285"
"Alaska";"1998";"73,9083333333333";"69,2083333333333";"315362,666666667";"295355,083333333";"20007,58333333330";"6,32500000000000";"32";"Alaska_1998";"620503";"129";"20,790";"1479";"1";"0";"0";"1";"1998";"Alaska";"Employment";"196135";"77543";"0,395355240013256";"2";"0,00238355011982214";"238,3550119822140";"3,03797725514774";"-0,07300000000000040";"AK";"0";"0";"0";"0";"2004";"0";"0";"No-Parity";"3,03447210186992";"No-TreatPost-Period";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"-0,003505153277815420"
"Alaska";"1999";"73,5583333333333";"68,8500000000000";"318256,500000000";"297862,000000000";"20394,50000000000";"6,40833333333333";"32";"Alaska_1999";"624779";"96";"15,365";"1492";"1";"0";"0";"1";"1999";"Alaska";"Employment";"198459";"75247";"0,379156400062481";"2";"0,00238804441250426";"238,8044412504260";"3,03447210186992";"-5,42499999999999982";"AK";"0";"0";"0";"0";"2004";"0";"0";"No-Parity";"2,73209219558245";"No-TreatPost-Period";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"-0,302379906287473244"
"Alaska";"2000";"73,3333333333333";"68,7000000000000";"319799,583333333";"299606,333333333";"20193,25000000000";"6,31666666666667";"32";"Alaska_2000";"626932";"137";"21,852";"1419";"1";"0";"0";"1";"2000";"Alaska";"Employment";"204887";"77475";"0,378135264804502";"2";"0,00226340336751035";"226,3403367510350";"2,73209219558245";"6,48700000000000010";"AK";"0";"0";"0";"0";"2004";"0";"0";"No-Parity";"3,08429245053347";"No-TreatPost-Period";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0,352200254951022806"
"Alaska";"2001";"72,5666666666667";"68,0000000000000";"321621,666666667";"301400,916666667";"20220,75000000000";"6,28333333333333";"32";"Alaska_2001";"633714";"101";"15,938";"1473";"1";"0";"0";"1";"2001";"Alaska";"Employment";"214297";"86617";"0,404191379254026";"2";"0,00232439239152047";"232,4392391520470";"3,08429245053347";"-5,91399999999999970";"AK";"0";"0";"0";"0";"2004";"0";"0";"No-Parity";"2,76870619497556";"No-TreatPost-Period";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"-0,315586255557914530"
"Alaska";"2002";"72,3916666666667";"67,1750000000000";"327172,666666667";"303681,583333333";"23491,08333333330";"7,16666666666667";"32";"Alaska_2002";"642337";"132";"20,550";"1479";"1";"0";"0";"1";"2002";"Alaska";"Employment";"213600";"85843";"0,401886704119850";"2";"0,00230252966900552";"230,2529669005520";"2,76870619497556";"4,61200000000000010";"AK";"0";"0";"0";"0";"2004";"0";"0";"No-Parity";"3,02286094094224";"No-TreatPost-Period";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0,254154745966687301"
"Alaska";"2003";"72,2250000000000";"66,6833333333333";"332337,500000000";"306808,833333333";"25528,66666666670";"7,68333333333333";"32";"Alaska_2003";"648414";"124";"19,124";"1510";"1";"0";"0";"1";"2003";"Alaska";"Employment";"216807";"87078";"0,401638323485865";"2";"0,00232875909526938";"232,8759095269380";"3,02286094094224";"-1,42599999999999993";"AK";"0";"0";"0";"0";"2004";"0";"0";"No-Parity";"2,95094409076386";"No-TreatPost-Period";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"-0,071916850178387115"
"Alaska";"2004";"71,6416666666667";"66,3250000000000";"337400,666666667";"312354,000000000";"25046,66666666670";"7,41666666666667";"32";"Alaska_2004";"659286";"155";"23,510";"1508";"1";"0";"0";"1";"2004";"Alaska";"Employment";"223153";"90485";"0,405484129722657";"2";"0,00228732295240609";"228,7322952406090";"2,95094409076386";"4,38600000000000012";"AK";"0";"0";"0";"0";"2004";"0";"0";"No-Parity";"3,15742586255198";"No-TreatPost-Period";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0,206481771788121549"
"Arizona";"1990";"64,2416666666667";"60,8833333333333";"1784150,666666670";"1690996,500000000";"93154,16666666670";"5,21666666666667";"32";"Arizona_1990";"3670009";"686";"18,692";"18385";"0";"0";"0";"1";"1990";"Arizona";"Employment";"1236131";"574881";"0,465064786822756";"4";"0,00500952449980368";"500,9524499803680";NA;NA;"AZ";"0";"0";"0";"1998";"0";"0";"1998";"No-Parity";"2,92809562483818";"No-TreatPre-Period";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";NA
"Arizona";"1991";"63,3666666666667";"59,6583333333333";"1808831,583333330";"1702794,000000000";"106037,58333333299";"5,85833333333333";"32";"Arizona_1991";"3789418";"662";"17,470";"19988";"0";"0";"0";"1";"1991";"Arizona";"Employment";"1234203";"578559";"0,468771344746367";"4";"0,00527468861973000";"527,4688619730000";"2,92809562483818";"-1,22199999999999998";"AZ";"0";"0";"0";"1998";"0";"0";"1998";"No-Parity";"2,86048512414597";"No-TreatPre-Period";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"-0,067610500692214526"
"Arizona";"1992";"63,4750000000000";"58,6583333333333";"1875193,916666670";"1733236,333333330";"141957,58333333299";"7,56666666666667";"32";"Arizona_1992";"3917373";"653";"16,669";"20234";"0";"0";"0";"1";"1992";"Arizona";"Employment";"1270092";"584640";"0,460313111176198";"4";"0,00516519616589995";"516,5196165899951";"2,86048512414597";"-0,80099999999999805";"AZ";"0";"0";"0";"1998";"0";"0";"1998";"No-Parity";"2,81355070696095";"No-TreatPre-Period";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"-0,046934417185014343"
"Arizona";"1993";"63,2333333333333";"59,2000000000000";"1941535,083333330";"1818204,583333330";"123330,50000000000";"6,36666666666667";"32";"Arizona_1993";"4066852";"727";"17,876";"17630";"0";"0";"0";"1";"1993";"Arizona";"Employment";"1325469";"614197";"0,463380886312694";"4";"0,00433504833714136";"433,5048337141360";"2,81355070696095";"1,20700000000000007";"AZ";"0";"0";"0";"1998";"0";"0";"1998";"No-Parity";"2,88345903107120";"No-TreatPre-Period";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0,069908324110254050"
"Arizona";"1994";"65,4666666666667";"61,4083333333333";"2104551,666666670";"1974485,250000000";"130066,41666666701";"6,19166666666667";"32";"Arizona_1994";"4247728";"767";"18,057";"15357";"0";"0";"0";"1";"1994";"Arizona";"Employment";"1414848";"657730";"0,464876792418691";"4";"0,00361534448533428";"361,5344485334280";"2,88345903107120";"0,18099999999999700";"AZ";"0";"0";"0";"1998";"0";"0";"1998";"No-Parity";"2,89353342123374";"No-TreatPre-Period";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0,010074390162538638"
"Arizona";"1995";"66,8333333333333";"63,2916666666667";"2237301,666666670";"2118364,833333330";"118936,83333333299";"5,30000000000000";"32";"Arizona_1995";"4433841";"805";"18,156";"16012";"0";"0";"0";"1";"1995";"Arizona";"Employment";"1506877";"714182";"0,473948437729158";"4";"0,00361131578692154";"361,1315786921540";"2,89353342123374";"0,09900000000000020";"AZ";"0";"0";"0";"1998";"0";"0";"1998";"No-Parity";"2,89900108459422";"No-TreatPre-Period";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0,005467663360475328"
"Arizona";"1996";"65,9916666666667";"62,3833333333333";"2286824,000000000";"2161257,583333330";"125566,41666666701";"5,49166666666667";"32";"Arizona_1996";"4589841";"726";"15,818";"20284";"0";"0";"0";"1";"1996";"Arizona";"Employment";"1599275";"777328";"0,486050241515687";"4";"0,00441932520102548";"441,9325201025480";"2,89900108459422";"-2,33800000000000008";"AZ";"0";"0";"0";"1998";"0";"0";"1998";"No-Parity";"2,76114853209723";"No-TreatPre-Period";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"-0,137852552496993574"
"Arizona";"1997";"64,3416666666667";"61,3416666666667";"2305575,166666670";"2198669,333333330";"106905,83333333299";"4,62500000000000";"32";"Arizona_1997";"4739994";"757";"15,970";"15357";"0";"0";"0";"1";"1997";"Arizona";"Employment";"1701357";"841331";"0,494505856207721";"4";"0,00323987751883230";"323,9877518832300";"2,76114853209723";"0,15200000000000100";"AZ";"0";"0";"0";"1998";"0";"0";"1998";"No-Parity";"2,77071196222692";"No-TreatPre-Period";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0,009563430129695849"
"Arizona";"1998";"64,9333333333333";"62,1583333333333";"2389885,333333330";"2287795,916666670";"102089,41666666701";"4,27500000000000";"32";"Arizona_1998";"4886250";"804";"16,454";"24191";"1";"0";"0";"1";"1998";"Arizona";"Employment";"1763508";"889256";"0,504254020962763";"4";"0,00495083141468406";"495,0831414684060";"2,77071196222692";"0,48399999999999999";"AZ";"0";"0";"0";"1998";"0";"0";"1998";"No-Parity";"2,80056860874674";"No-TreatPost-Period";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0,029856646519817343"
"Arizona";"1999";"65,9083333333333";"62,9416666666667";"2482587,666666670";"2371643,083333330";"110944,58333333299";"4,45833333333333";"32";"Arizona_1999";"5023823";"766";"15,247";"22609";"1";"0";"0";"1";"1999";"Arizona";"Employment";"1838277";"940441";"0,511588297084716";"4";"0,00450035759619716";"450,0357596197160";"2,80056860874674";"-1,20700000000000007";"AZ";"0";"0";"0";"1998";"0";"0";"1998";"No-Parity";"2,72438276238977";"No-TreatPost-Period";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"-0,076185846356968678"
"Arizona";"2000";"65,2333333333333";"62,6416666666667";"2511190,250000000";"2411189,250000000";"100001,00000000000";"3,98333333333333";"32";"Arizona_2000";"5130632";"783";"15,261";"20955";"1";"0";"0";"1";"2000";"Arizona";"Employment";"1919353";"1002070";"0,522087390907248";"4";"0,00408429214958313";"408,4292149583130";"2,72438276238977";"0,01399999999999930";"AZ";"0";"0";"0";"1998";"0";"0";"1998";"No-Parity";"2,72530055450874";"No-TreatPost-Period";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0,000917792118967586"
"Arizona";"2001";"65,5833333333333";"62,4833333333333";"2592750,000000000";"2470131,166666670";"122618,83333333299";"4,72500000000000";"32";"Arizona_2001";"5273477";"762";"14,450";"25489";"1";"0";"0";"1";"2001";"Arizona";"Employment";"1941599";"1011522";"0,520973692302066";"4";"0,00483343342542311";"483,3433425423110";"2,72530055450874";"-0,81100000000000005";"AZ";"0";"0";"0";"1998";"0";"0";"1998";"No-Parity";"2,67069441455844";"No-TreatPost-Period";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"-0,054606139950296395"
"Arizona";"2002";"66,0250000000000";"61,9666666666667";"2683524,500000000";"2518280,666666670";"165243,83333333299";"6,14166666666667";"32";"Arizona_2002";"5396255";"884";"16,382";"29716";"1";"0";"0";"1";"2002";"Arizona";"Employment";"1945472";"1015247";"0,521851252549510";"4";"0,00550678201827008";"550,6782018270080";"2,67069441455844";"1,93199999999999994";"AZ";"0";"0";"0";"1998";"0";"0";"1998";"No-Parity";"2,79618317109341";"No-TreatPost-Period";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0,125488756534969159"
"Arizona";"2003";"65,3833333333333";"61,5833333333333";"2728848,583333330";"2570878,083333330";"157970,50000000000";"5,78333333333333";"32";"Arizona_2003";"5510364";"840";"15,244";"31811";"1";"0";"0";"1";"2003";"Arizona";"Employment";"1998795";"1039989";"0,520307985561301";"4";"0,00577293986386380";"577,2939863863800";"2,79618317109341";"-1,13799999999999990";"AZ";"0";"0";"0";"1998";"0";"0";"1998";"No-Parity";"2,72418598301161";"No-TreatPost-Period";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"-0,071997188081796448"
"Arizona";"2004";"64,7833333333333";"61,5416666666667";"2787807,833333330";"2649103,000000000";"138704,83333333299";"4,96666666666667";"32";"Arizona_2004";"5652404";"879";"15,551";"31387";"1";"0";"0";"1";"2004";"Arizona";"Employment";"2044134";"1042186";"0,509842309750731";"4";"0,00555285857132647";"555,2858571326470";"2,72418598301161";"0,30700000000000000";"AZ";"0";"0";"0";"1998";"0";"0";"1998";"No-Parity";"2,74412494523920";"No-TreatPost-Period";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0,019938962227586732"
"Arkansas";"1990";"63,4833333333333";"59,1166666666667";"1130272,166666670";"1052744,333333330";"77527,83333333330";"6,87500000000000";"32";"Arkansas_1990";"2352527";"293";"12,455";"7062";"0";"0";"1";"1";"1990";"Arkansas";"Employment";"750877";"352559";"0,469529630019297";"5";"0,00300187840564635";"300,1878405646350";NA;NA;"AR";"1997";"0";"0";"0";"0";"1997";"0";"Pre-Pairty";"2,52212214871414";"Treated-Pre-Period";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";NA
"Arkansas";"1991";"63,0333333333333";"58,4250000000000";"1136568,416666670";"1053431,000000000";"83137,41666666670";"7,30833333333333";"32";"Arkansas_1991";"2384138";"283";"11,870";"8315";"0";"0";"1";"1";"1991";"Arkansas";"Employment";"759511";"357566";"0,470784491600517";"5";"0,00348763368563397";"348,7633685633970";"2,52212214871414";"-0,58500000000000096";"AR";"1997";"0";"0";"0";"0";"1997";"0";"Pre-Pairty";"2,47401420862158";"Treated-Pre-Period";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"-0,048107940092567247"
